node,label,x1,x2
0,1,4.945178074008208,3.523157178048347
2,1,4.961060048210992,0.21877787073975807
3,1,4.369422696440001,1.2907222715269056
4,1,5.578875514171584,0.2860073406007857
5,1,6.979158697450243,1.4457471811909262
6,1,3.8865162468278087,1.6843397508049553
7,1,3.6573686427408854,1.739187700775389
8,1,3.208067794552847,-0.07436166912971309
9,1,2.708233955553782,0.548079432896478
10,1,4.771611425678519,1.0904897300201954
11,1,3.89324086475466,1.0827524227126455
13,1,6.671501020598043,0.6885736578829131
14,1,4.440735751152883,-1.548000129233583
15,1,5.1870390557589925,2.110796476228326
16,1,4.104600839654402,3.2137250258826224
17,1,4.037109795716585,-0.7693147726995611
18,1,4.869819492227098,-0.11136872737798309
20,1,2.430990441350654,-0.7320696674261329
21,1,9.427822598651103,0.4933414989230477
24,1,3.820654022790391,-0.6901293236057713
25,1,4.725863649078051,0.21188885183079098
26,1,4.644990630529519,0.9112374129036788
27,1,6.099171094053951,2.7369547630790114
28,1,4.309481323667717,3.7783300215624
29,1,5.088381766417675,2.3808322437027636
30,1,6.220265292147584,-2.500101982860313
31,1,3.9160197678340634,0.1014429690953228
32,1,5.387230488397817,-0.21759371437682518
33,1,2.045321673421038,0.35481520717466375
34,1,7.918883623208004,0.5798755008814107
35,1,4.5243346525835815,2.6796363801900185
36,1,6.954234925348336,-0.09346843842639374
37,1,6.014957626992663,1.9746022176673466
39,1,5.540320591317382,0.3621555175416623
40,1,1.674955742666854,3.3633421750274994
41,1,4.43659338624912,0.0018071804519456114
42,1,8.533858346795949,2.9797726095634194
43,1,7.084972752309678,0.583305419202672
44,1,3.0478785314731276,0.7518817413346374
46,1,5.971580569992119,0.3892538282385988
47,1,4.671884099192122,1.0025387358369273
48,1,4.517493026498533,0.2927085641473647
49,1,4.193331088179447,-0.6627536842454493
50,1,6.361255887021535,1.3054617433730047
51,1,4.268172902048328,1.3963689135612918
53,1,3.0027964322208214,0.6659838686344965
55,1,8.890690030204222,1.7457403246578234
56,1,2.556268304609375,1.5060225324087257
57,1,4.806265850469574,0.5555975337225063
59,1,5.6076659820746055,0.7544778119895909
60,1,2.9403412977788412,1.1472413647148976
61,0,5.292840021513963,1.1455814222241525
62,0,6.966036973430776,-1.2403966053292086
63,0,5.875588380914319,-0.5065442062633514
64,0,4.768504100032857,1.5014419497358198
65,0,6.869581008719393,0.5511006061618744
66,0,7.007723599867134,-2.142321170484749
67,0,2.4922290835602876,0.6378863165005945
70,0,6.217701589225502,-1.103311627399906
71,0,4.798457561737641,1.5397334722523746
72,0,-3.1123447619599403,-1.5958264741361332
73,0,-1.5228578377085134,1.4892901349481291
75,0,-8.45451127349379,-1.4726861448221984
76,0,-2.43749923335199,-0.38532910641833007
79,0,-2.8609204504353234,-0.20258947844463526
80,0,-6.7182318519670545,-0.41036511814266474
83,0,-4.033666571603929,-0.8753765219170755
84,0,-8.094903748061911,-0.11370198838703205
85,0,-5.062129080095901,-0.41991007666269
86,0,-6.624302507598493,-1.5357013955581165
87,0,-5.784931979940506,-0.705530299165225
88,0,-3.0632251698669157,-1.039621475996865
89,0,-5.7796675042154595,-1.4531307128796491
92,0,-4.927213296306647,-0.6156729893859025
93,0,-3.257847988776849,-0.7840239765673833
94,0,-5.33452674571505,-2.720475936734708
95,0,-4.0581085516642,-0.9747452271314058
97,0,-5.008386139963551,-2.550360345674921
98,0,-4.887675033907932,-0.6816349693926826
100,0,-3.8978595500995628,-2.369799067252128
101,0,-6.091443087167412,-2.0609483755789846
102,0,-2.6842819955232855,-0.5205623930497945
104,0,-5.065168818574218,-2.690149970931107
105,0,-4.521046922640635,1.5374486853302618
106,0,-4.860244444863589,-2.5192254089657493
108,0,-5.12593914592817,-3.187127850034335
110,0,-4.732328767166618,-1.6739818758906044
111,0,-5.066164795747285,-1.5452494798008882
112,0,-6.614917692733654,1.4106327055804395
113,0,-5.602306012551184,1.6080897624562622
114,0,-6.442276516090021,-0.7014251215062346
115,0,-4.2519065602567965,-1.1514610090496837
116,0,-6.464867847016979,-2.7983408593915833
1,1,-7.493984332286876,-1.9598742703420688
12,1,-3.789640478483479,-0.2045121481368536
19,1,-3.4507895204055377,-1.4606589596969852
22,1,-1.5488055617102239,-0.6410961383843289
23,1,-5.783056974900885,-3.1294658626160636
52,1,-5.785741404056896,-1.2957468681197657
54,1,-4.0588718391881775,-2.1264431584669277
68,0,-4.995538919311177,-1.7538770670967128
69,0,-5.020643546326299,-2.751597292512155
74,0,-2.3028224659925547,0.11570001873490465
77,0,-3.8827034486619683,-3.6757346828706736
78,0,-3.45563344783812,-3.419199150039418
81,0,-4.842828145015516,-2.169766946622153
82,0,-5.96864314400098,-0.9320528383387348
90,0,-2.2985798035154983,-2.036491574057309
99,0,-3.618402761420054,-1.307661884270159
103,0,-6.167057063071924,-0.541539246406338
109,0,-2.3115707540971706,1.5124321574079551
117,0,-5.323948804173795,-0.48799436089105475
38,1,-6.4045188773862005,0.49916873239771187
45,1,-5.968166290612513,-0.7627408347688919
91,0,-3.4512016359688227,-1.319180470072701
118,0,-5.704458151770282,-1.8290687388041018
119,0,-8.80049587525898,-3.4265386645147737
58,1,-7.178618452610356,-0.7447791395950356
107,0,-2.874227464767163,-2.0337581776978304
96,0,-3.2839292937104227,-1.1412196661090435
